CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
720247158,Existing Customer,63,M,0,Graduate,Single,Unknown,Blue,36,6,3,2,7108,600,6508,0.813,3787,68,0.619,0.084,0.00015435,0.99985
718672233,Existing Customer,48,F,1,Graduate,Single,Unknown,Blue,38,3,2,2,23007,1239,21768,0.713,3395,63,0.465,0.054,0.00010684,0.99989
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39,3,2,3,24248,1020,23228,1.19,3311,84,0.75,0.042,0.00019215,0.99981
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617,2517,9100,0.457,1643,43,0.483,0.217,0.99661,0.00338788
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2,3,30428,1721,28707,0.717,4178,69,0.605,0.057,0.00017297,0.99983
803026008,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,42,3,6,2,6805,1448,5357,0.836,3463,65,0.711,0.213,0.00016195,0.99984
772000533,Existing Customer,59,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3,2,14257,1113,13144,0.406,1809,23,0.278,0.078,0.00016883,0.99983
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516,0,34516,0.521,1641,35,0.591,0,0.99904,0.00095977
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,5,2,3,5719,892,4827,0.589,3403,68,0.417,0.156,0.00018612,0.99981
819997983,Existing Customer,53,M,5,Unknown,Married,$80K - $120K,Blue,48,6,1,0,9517,1869,7648,0.821,1453,26,0.857,0.196,2.31E-05,0.99998
807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317,0,5317,0.699,2003,29,0.318,0,0.99732,0.00267667
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526,2303,223,0.836,3596,69,0.568,0.912,5.72E-05,0.99994
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,44,6,3,3,2971,0,2971,1.154,4458,63,0.615,0,0.00029408,0.99971
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,49,6,3,2,6834,900,5934,0.605,4422,70,0.628,0.132,0.00017987,0.99982
814364808,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,31,5,3,1,3002,1002,2000,1.033,2624,46,1,0.334,0.00011153,0.99989
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727,1380,15347,0.605,3511,73,0.622,0.083,0.00011382,0.99989
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573,0,4573,0.703,3776,70,0.944,0,0.00011604,0.99988
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,4,1,2,15410,0,15410,0.638,3368,69,0.533,0,6.48E-05,0.99994
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,3299,2517,782,0.981,4312,84,0.787,0.763,0.0001861,0.99981
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453,2517,10936,0.619,1904,42,0.448,0.187,0.99441,0.00559
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362,1705,4657,0.644,5169,84,0.474,0.268,5.51E-05,0.99994
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,49,5,3,1,2679,2011,668,0.466,1723,28,0.75,0.751,0.00011924,0.99988
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369,2049,2320,0.865,3259,80,0.6,0.469,0.00018494,0.99982
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721,1037,684,0.721,2681,57,0.727,0.603,0.00018494,0.99982
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,34,6,2,2,2196,1619,577,0.656,2040,65,0.711,0.737,0.00011703,0.99988
708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845,1153,1692,0.836,3730,66,0.941,0.405,0.00031726,0.99968
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144,1190,19954,0.5,4895,66,0.784,0.056,0.00031746,0.99968
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952,0,3952,0.809,2066,37,0.233,0,0.9983,0.00169532
720340383,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,2,3518,2035,1483,0.567,4034,82,0.673,0.578,0.00011382,0.99989
771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343,1280,16063,1.314,3170,57,0.629,0.074,5.56E-05,0.99994
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,4,1,2,3498,0,3498,1.109,2512,56,0.867,0,5.72E-05,0.99994
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,9121,1426,7695,0.666,4112,80,0.481,0.156,9.52E-05,0.9999
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,23,6,3,3,20230,798,19432,0.592,4314,82,0.708,0.039,0.00029196,0.99971
720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422,864,14558,0.578,2136,54,0.8,0.056,0.99711,0.00288892
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132,800,8332,0.62,3809,71,0.511,0.088,0.00012505,0.99987
709955958,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,33,4,2,0,8054,1023,7031,0.75,3374,45,0.875,0.127,3.83E-05,0.99996
719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640,1444,196,0.423,1360,33,0.222,0.88,0.99499,0.00501
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,3,4,8739,0,8739,0.715,4276,69,0.769,0,0.00077466,0.99923
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818,0,1818,0.672,2308,44,0.467,0,0.994,0.006
719651358,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,33,3,3,3,24949,1749,23200,0.626,4092,77,0.54,0.07,0.0003262,0.99967
718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,4,3,3,3115,1136,1979,0.499,3704,70,0.458,0.365,0.0003139,0.99969
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695,1525,28170,0.529,4109,71,0.614,0.051,0.00011703,0.99988
711699183,Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,4,1,2,7261,1079,6182,1.312,3723,58,1.071,0.149,5.66E-05,0.99994
711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621,580,1041,0.421,1893,41,0.171,0.358,0.99496,0.00504
772565883,Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,33472,2517,30955,0.633,4719,70,0.667,0.075,0.0001676,0.99983
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512,988,10524,0.569,1842,32,1.133,0.086,0.00018665,0.99981
769701258,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,3,12463,1319,11144,0.655,3996,71,0.543,0.106,0.00028535,0.99971
714933783,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,37,5,1,4,8511,0,8511,0.88,3775,62,0.676,0,0.00015804,0.99984
717650133,Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821,1426,3395,0.898,3571,58,0.933,0.296,0.00016316,0.99984
708707808,Existing Customer,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480,1584,896,0.874,3438,66,0.784,0.639,5.51E-05,0.99994
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516,2517,31999,0.765,4228,83,0.596,0.073,0.00054115,0.99946
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596,2019,6577,0.677,4017,80,0.6,0.235,0.00031517,0.99968
710605458,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,39,6,3,2,7223,1963,5260,0.852,4127,70,0.842,0.272,0.00017486,0.99983
719570733,Existing Customer,52,M,2,Unknown,Single,$60K - $80K,Blue,39,3,2,3,1629,978,651,0.552,3766,83,0.694,0.6,0.00021042,0.99979
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116,1289,15827,0.559,3632,50,0.923,0.075,7.08E-05,0.99993
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,56,3,2,4,7216,2321,4895,0.491,1734,38,0.583,0.322,0.00029799,0.9997
710695083,Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,32,4,1,3,28397,1421,26976,0.635,1635,31,0.824,0.05,8.44E-05,0.99992
709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720,0,13720,0.671,1830,36,0.241,0,0.99487,0.00513
795991758,Existing Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,41,5,3,3,7553,660,6893,0.549,4079,67,0.457,0.087,0.00034503,0.99965
709381383,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952,2517,435,0.809,3830,77,0.51,0.853,0.00014892,0.99985
810321933,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229,1054,10175,0.552,1898,36,1.571,0.094,0.00030516,0.99969
716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,39,3,2,4,7109,866,6243,0.572,4047,75,0.667,0.122,0.00032945,0.99967
758833758,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862,845,1017,0.604,3520,68,0.889,0.454,0.00034872,0.99965
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511,754,3757,0.905,2597,71,0.919,0.167,0.00029411,0.99971
804649833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533,1126,1407,0.788,3436,74,0.574,0.445,0.00062998,0.99937
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016,797,1219,1.108,3772,62,0.879,0.395,0.00010684,0.99989
804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893,0,3893,0.662,1866,37,0.947,0,0.99818,0.00182139
788747358,Existing Customer,50,M,0,High School,Divorced,$40K - $60K,Blue,29,5,3,2,5530,2034,3496,0.647,4836,68,0.744,0.368,0.00015005,0.99985
713199558,Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737,813,924,0.756,3669,58,0.812,0.468,0.00027008,0.99973
713777883,Existing Customer,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853,1679,5174,0.975,3543,52,1,0.245,0.00015435,0.99985
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516,1190,33326,0.832,2862,78,0.733,0.034,0.00011065,0.99989
710229333,Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068,1254,9814,0.418,3812,64,0.641,0.113,9.01E-05,0.99991
720406233,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,5546,1829,3717,0.673,1770,46,1,0.33,0.00032656,0.99967
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277,504,6773,0.582,2356,40,0.29,0.069,0.99844,0.00155735
712052058,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426,1574,7852,0.791,4212,75,0.531,0.167,6.89E-05,0.99993
715278708,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594,927,667,0.985,3851,65,0.806,0.582,0.00011924,0.99988
827049558,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,43,3,2,2,2158,1170,988,0.73,4421,89,0.679,0.542,0.00011382,0.99989
710248233,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490,1421,2069,1.125,3392,80,0.86,0.407,0.00019313,0.99981
712146558,Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364,1619,745,0.585,3230,65,0.711,0.685,0.00020321,0.9998
715179933,Existing Customer,49,F,2,High School,Married,Unknown,Blue,36,6,2,3,15704,0,15704,0.924,4253,91,0.685,0,0.0001861,0.99981
709215708,Existing Customer,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253,2517,15736,0.91,3737,73,0.587,0.138,0.00066474,0.99934
710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,0,3696,0,3696,0.916,3405,76,0.727,0,6.96E-05,0.99993
718828083,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748,2284,6464,0.839,3533,73,0.587,0.261,0.00028395,0.99972
720781158,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608,1243,4365,0.497,3829,74,0.396,0.222,0.00019683,0.9998
716938383,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,28,3,2,3,34516,0,34516,0.743,3811,61,0.743,0,0.00022068,0.99978
709976358,Existing Customer,51,F,1,Unknown,Single,Less than $40K,Blue,42,4,3,3,3236,0,3236,0.797,3952,80,0.739,0,0.00031211,0.99969
715688958,Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,2736,2043,693,0.801,4550,84,0.75,0.747,0.000109,0.99989
721493883,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,2,5195,0,5195,1.135,3313,69,0.769,0,0.00013121,0.99987
709830783,Existing Customer,47,M,5,Unknown,Single,$120K +,Silver,36,5,2,2,34516,1686,32830,0.937,4039,72,0.756,0.049,0.00011671,0.99988
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,35,6,3,1,6327,0,6327,0.666,3653,77,0.674,0,0.00011256,0.99989
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728,1386,3342,0.756,4077,70,0.628,0.293,7.97E-05,0.99992
721295658,Existing Customer,62,M,1,Unknown,Single,$80K - $120K,Blue,55,6,1,4,34516,2517,31999,0.945,3975,63,0.537,0.073,0.00016305,0.99984
720313083,Existing Customer,32,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276,2289,3987,0.637,2637,68,0.388,0.365,0.00018558,0.99981
720724008,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,13430,2356,11074,0.718,3717,67,0.675,0.175,0.00015804,0.99984
712828533,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,2,2796,0,2796,0.563,4820,74,0.644,0,5.17E-05,0.99995
717007458,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457,1051,1406,0.982,3256,71,0.919,0.428,0.00030251,0.9997
710728458,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075,1396,5679,0.532,4409,75,0.531,0.197,0.00018558,0.99981
717720108,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,31,4,2,3,12386,980,11406,0.656,3274,69,0.568,0.079,0.00019143,0.99981
720648483,Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210,1115,31095,0.62,1821,53,0.514,0.035,0.0001834,0.99982
770146008,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136,1502,634,0.648,1908,37,0.37,0.703,0.00016883,0.99983
714829683,Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851,1101,9750,0.702,3688,65,0.757,0.101,0.00043772,0.99956
717015333,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717,1953,764,0.809,3974,70,0.556,0.719,5.68E-05,0.99994
757837458,Existing Customer,59,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578,663,2915,0.674,4065,79,0.646,0.185,0.00031746,0.99968
719240358,Existing Customer,60,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698,1790,8908,0.981,4095,67,0.914,0.167,6.85E-05,0.99993
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668,0,4668,0.896,4163,77,0.453,0,0.0001736,0.99983
714000108,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772,0,6772,0.483,3658,66,0.65,0,0.00032945,0.99967
720786033,Existing Customer,55,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696,1206,9490,0.958,2489,38,0.9,0.113,0.00029801,0.9997
708917133,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851,0,11851,0.43,4498,73,0.622,0,0.00052052,0.99948
818929158,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,31,3,3,2,11558,0,11558,0.545,2220,53,0.828,0,0.00026028,0.99974
709513458,Existing Customer,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551,1833,7718,1.675,3213,52,1.476,0.192,0.00011482,0.99989
717705858,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,32,4,3,3,29923,0,29923,0.937,2528,52,0.793,0,0.00029408,0.99971
716573058,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.499,1598,40,0.29,0,0.99871,0.00128822
827695683,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516,1329,33187,0.574,3906,77,0.51,0.039,0.00060278,0.9994
819189108,Existing Customer,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033,0,9033,0.78,4456,85,0.635,0,9.50E-05,0.99991
716977758,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675,2517,1158,0.766,1913,35,0.667,0.685,0.99143,0.00857
714901383,Existing Customer,44,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183,2191,6992,0.582,4503,69,0.643,0.239,0.00029408,0.99971
718500633,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924,1896,6028,1.161,3270,58,0.933,0.239,3.83E-05,0.99996
713516433,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383,737,4646,0.956,2934,80,0.633,0.137,2.05E-05,0.99998
715140933,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425,1459,19966,1.061,3704,60,0.538,0.068,0.00030619,0.99969
712642533,Existing Customer,38,M,3,Unknown,Unknown,$80K - $120K,Blue,26,6,1,3,32866,2098,30768,0.549,3788,76,0.689,0.064,0.00010566,0.99989
721498008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0,1438.3,0.978,3966,57,0.781,0,0.00012144,0.99988
717189183,Existing Customer,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467,1961,8506,0.713,2665,65,0.667,0.187,0.00024431,0.99976
708902883,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856,0,12856,0.51,3364,61,0.564,0,0.00011382,0.99989
817889583,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721,0,9721,0.826,2260,46,1,0,0.99775,0.00225216
717242058,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981,0,3981,0.764,2134,42,0.355,0,0.99813,0.00187266
715628733,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,36,6,3,4,7587,0,7587,0.82,3157,59,0.844,0,0.0005948,0.99941
716613933,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417,1482,1935,0.705,3651,60,0.818,0.434,0.00020266,0.9998
712709508,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,40,3,3,4,8012,0,8012,0.596,2645,63,0.8,0,0.00056716,0.99943
716306583,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812,2517,1295,0.586,2325,45,0.731,0.66,0.9987,0.00130267
720026058,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378,1284,20094,1.101,3526,64,0.684,0.06,9.61E-05,0.9999
756397458,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873,0,12873,1.005,3170,70,0.842,0,0.00043766,0.99956
712644483,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229,1217,19012,0.741,4270,62,0.55,0.06,0.00010943,0.99989
814489683,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,29,3,1,0,5387,795,4592,0.837,2596,59,1.034,0.148,2.23E-05,0.99998
789111483,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546,1850,14696,0.729,4255,75,0.562,0.112,0.00053543,0.99946
709573533,Existing Customer,48,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191,0,11191,0.58,3914,71,0.775,0,5.88E-05,0.99994
807137808,Existing Customer,45,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576,0,17576,0.667,3494,67,0.718,0,5.56E-05,0.99994
711861258,Existing Customer,65,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,3,4182,0,4182,0.691,4046,57,0.629,0,0.00018475,0.99982
716660583,Existing Customer,45,M,0,Graduate,Single,$40K - $60K,Blue,37,4,5,2,10271,1746,8525,0.661,3696,72,0.6,0.17,0.0001724,0.99983
717222033,Existing Customer,40,F,3,Unknown,Single,Less than $40K,Blue,28,3,1,4,1647,1198,449,0.76,4272,76,0.81,0.727,0.00018025,0.99982
716617608,Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36,6,3,3,1560,995,565,0.615,1936,58,0.657,0.638,0.00027604,0.99972
716786808,Existing Customer,40,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,3,2,2,1659,0,1659,0.585,3838,66,0.692,0,0.00013827,0.99986
718882008,Existing Customer,38,M,1,High School,Single,$120K +,Blue,27,6,2,2,22487,889,21598,0.528,4960,73,0.46,0.04,0.00010386,0.9999
770975133,Existing Customer,36,M,0,Graduate,Unknown,Less than $40K,Blue,23,5,2,4,5403,1854,3549,0.712,4382,74,0.542,0.343,0.00028024,0.99972
715234008,Existing Customer,54,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717,1590,3127,0.802,4216,67,0.595,0.337,0.00027604,0.99972
709326183,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40,6,2,2,5180,1211,3969,0.809,3447,74,0.85,0.234,0.00011065,0.99989
721233033,Attrited Customer,50,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915,464,4451,0.242,1474,36,0.091,0.094,0.99466,0.00534
712319958,Existing Customer,41,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154,2517,9637,0.864,3853,71,0.775,0.207,7.00E-05,0.99993
712198983,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,36,3,3,3,3258,0,3258,0.784,3169,67,0.489,0,0.00031726,0.99968
772103208,Existing Customer,44,F,5,High School,Unknown,Unknown,Blue,33,4,3,2,13349,0,13349,0.882,3534,78,0.902,0,0.00018053,0.99982
779502333,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516,0,34516,0.321,1480,37,0.276,0,0.99417,0.00583
718737708,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,31458,1202,30256,0.673,4202,66,0.61,0.038,0.00035434,0.99965
821351958,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1,0,5.62E-05,0.99994
716142858,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961,1391,9570,0.662,3914,77,0.75,0.127,0.00015398,0.99985
826079508,Existing Customer,48,M,2,Unknown,Unknown,$60K - $80K,Blue,44,4,3,3,8904,1886,7018,0.945,3654,65,0.757,0.212,0.00033251,0.99967
773236983,Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,40,4,2,3,2498,2258,240,0.992,1839,29,0.706,0.904,0.00019517,0.9998
826717533,Existing Customer,42,M,3,Graduate,Unknown,$80K - $120K,Blue,38,6,1,1,16105,724,15381,0.949,4631,76,0.767,0.045,3.45E-05,0.99997
789334458,Existing Customer,43,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516,1858,32658,0.622,4197,67,0.523,0.054,8.69E-05,0.99991
814092858,Existing Customer,49,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222,694,1528,0.903,4372,65,0.711,0.312,7.12E-05,0.99993
708355683,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815,0,16815,0.938,2976,65,0.512,0,0.00020077,0.9998
803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538,0,11538,0.507,1926,53,0.432,0,0.99902,0.00098036
789964983,Attrited Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569,0,9569,0.598,1724,35,0.25,0,0.99695,0.00305189
720303933,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,3,3340,1282,2058,0.724,4526,82,0.547,0.384,9.26E-05,0.99991
708665133,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654,1172,2482,0.938,4003,67,0.595,0.321,0.00019143,0.99981
828236133,Existing Customer,49,M,2,Graduate,Married,$40K - $60K,Blue,45,4,2,0,10541,1387,9154,0.72,4269,92,0.614,0.132,4.20E-05,0.99996
712000758,Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516,1959,32557,0.888,3997,54,0.929,0.057,6.69E-05,0.99993
715378383,Existing Customer,43,F,4,Graduate,Single,Unknown,Silver,36,4,3,4,34516,1893,32623,0.748,3639,76,1,0.055,0.00048899,0.99951
769985883,Existing Customer,45,M,2,Graduate,Single,$80K - $120K,Blue,39,6,3,3,1613,0,1613,0.635,3549,65,0.444,0,0.00030251,0.9997
709297608,Attrited Customer,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0,1438.3,0.399,1585,32,0.455,0,0.99452,0.00548
716971833,Existing Customer,40,F,2,Uneducated,Married,Unknown,Blue,29,5,3,3,13126,0,13126,0.725,4496,61,0.848,0,0.00031104,0.99969
